cj,gg,name,price,price2,xq
贵州科顿制药有限责任公司,5g*10袋/盒,小儿消食开胃颗粒,,≈￥11.97,效期：2021年02月
营养屋(成都)生物医药有限公司,915mg/片×60片/盒,“龙一康葆”营养屋R乐而可咀嚼片,,≈￥22.8,效期：2021年03月
北京天衡药物研究院南阳天衡制药厂,15mg*12片*3板,氢溴酸右美沙芬片,,≈￥8.08,效期：2021年11月
浙江昂利康制药股份有限公司,6包/盒,头孢克洛颗粒,,≈￥2.85,效期：2021年08月
广州诺金制药有限公司,15g*6袋,山楂麦曲颗粒,,≈￥5.61,效期：2021年10月
洛阳君山制药有限公司,0.37g*48片,舒筋活血片,,≈￥2.66,效期：2021年10月
广东化州中药厂制药有限公司,10g*10袋/盒,橘红痰咳颗粒,,≈￥12.83,效期：2021年03月
江西心正药业有限责任公司,100ml/瓶/盒,感冒止咳糖浆,,≈￥2.85,效期：2021年03月
山东凤凰制药股份有限公司,8g*9袋,小儿咽扁颗粒,,≈￥5.89,效期：2021年04月
辰欣佛都药业(汶上)有限公司,10g,红霉素软膏,,≈￥1.28,效期：2024年11月
广西世彪药业有限公司,100片,复方穿心莲片,,≈￥1.52,效期：2021年02月
山西太原药业有限公司,0.1g*100片,盐酸吗啉胍片(病毒灵),,≈￥3.8,效期：2021年10月
广东化州中药厂制药有限公司,10g*15袋/包,广东凉茶颗粒,,≈￥11.4,效期：2020年09月
四川省佳汇泰生物科技开发有限公司,1.2g/粒X60粒X2瓶,钙加维生素D3软胶囊（龙一康宝）,,≈￥10.83,效期：2020年09月
华北制药河北华民药业有限责任公司,0.125g*12袋,头孢羟氨苄颗粒,,≈￥3.99,效期：2020年12月
石药集团广西冠峰制药有限公司（原广西冠峰集团贵港市制药有限公司）,100片,三黄片,,≈￥3.61,效期：2021年03月
贵州科辉制药有限责任公司,5g*12袋,小儿氨酚黄那敏颗粒(水果味),,≈￥3.99,效期：2022年01月
山西太原药业有限公司,4mg*100片,马来酸氯苯那敏片(扑尔敏片),,≈￥2.93,效期：2021年12月
广西泰诺制药有限公司（石药控股集团广西泰诺制药有限公司）,100片/瓶/盒,三黄片,,≈￥2.85,效期：2021年03月
江苏吴中医药集团有限公司苏州制药厂,0.4g：10ml*8支/盒,匹多莫德口服溶液,,≈￥23.75,效期：2021年02月
海南日中天制药有限公司,0.1g*11粒,头孢克肟胶囊,,≈￥5.99,效期：2021年10月
广西麦克健丰制药有限公司,10g*10袋,抗感解毒颗粒,,≈￥7.79,效期：2022年01月
贵州省科晖制药厂,18片,氨咖黄敏片,,≈￥1.28,效期：2021年09月
贵州恒和制药有限公司,0.25g*24粒,枇杷止咳胶囊(克立亭),,≈￥5.99,效期：2022年09月
广西圣特药业有限公司,10g*10袋/盒,消炎退热颗粒(圣特记),,≈￥3.9,效期：2021年04月
洛阳君山制药有限公司,0.37g*108片/盒（薄膜衣）,舒筋活血片,,≈￥4.28,效期：2021年02月
内蒙古仁泽药业有限公司,27片*10袋,三七伤药片,,≈￥11.4,效期：2020年08月
湖北潜江制药股份有限公司,8ml：8mg,阿昔洛韦滴眼液,,≈￥2.47,效期：2021年01月
广州诺金制药有限公司,2g*10袋,小儿咳喘灵颗粒,,≈￥3.61,效期：2021年11月
山东司邦得制药有限公司,10片/盒,缬沙坦氢氯噻嗪分散片,,≈￥12.35,效期：2021年03月
营养屋(成都)生物医药有限公司,0.5g/粒×60粒/盒,“龙一康葆”营养屋R司尼可胶囊,,≈￥15.96,效期：2021年03月
黑龙江天龙药业有限公司,5粒,复方小儿退热栓,,≈￥3.14,效期：2021年09月
广西正堂药业有限责任公司,24片,精制银翘解毒片,,≈￥1.43,效期：2021年10月
长春海外制药集团有限公司,12片,复方氨酚烷胺片(感叹号),,≈￥5.46,效期：2021年10月
西安汉丰药业有限责任公司,0.2g*15粒/板/盒,非诺贝特胶囊,,≈￥12.83,效期：2021年08月
,,,,,
潮州市长乐保健品有限公司,40g,清口含片（柠檬味）,,≈￥3.8,效期：2021年04月
海南普利制药股份有限公司,0.1g*6袋,阿奇霉素干混悬剂,,≈￥3.94,效期：2021年09月
遂成药业股份有限公司,10mg*10片,辛伐他汀片,,≈￥1.81,效期：2021年01月
湘北威尔曼制药股份有限公司,100mg*6粒/板*2板/盒,头孢克肟胶囊,,≈￥4.85,效期：2021年04月
,,,,,
黑龙江乌苏里江制药有限公司哈尔滨分公司,10g*10袋,复方金银花颗粒,,≈￥7.41,效期：2022年01月
吉林省长恒药业有限公司,0.36g*24片/盒,麻杏止咳片,,≈￥1.9,效期：2022年09月
四川成都同道堂制药有限责任公司,0.32g*200片/瓶/盒,复方丹参片（薄膜衣）,,≈￥9.03,效期：2021年04月
,,,,,
桂林三金大健康产业有限公司,4袋*4片*28.8g,蜜炼枇杷含片（硬糖）(桂林三金),,≈￥4.75,效期：2021年01月
伊春五加参药业有限责任公司,0.24g*15片/板*3板/盒,蒲地蓝消炎片,,≈￥3.99,效期：2022年09月
四川奇力制药有限公司,100ml/瓶/盒,川贝枇杷糖浆,,≈￥5.99,效期：2020年12月
,,,,,
广东逸舒制药股份有限公司,0.1g*8袋,阿奇霉素颗粒,,≈￥3.33,效期：2021年03月
开封制药(集团)有限公司,10mg*100片/瓶,颠茄片,,≈￥3.8,效期：2021年04月
,,,,,
国药控股星鲨制药（厦门）有限公司,10粒/板*3板(一岁以下),维生素AD滴剂(福娃),,≈￥15.68,效期：2021年04月
开封制药(集团)有限公司,10mg*100片/瓶,颠茄片,,≈￥3.8,效期：2021年04月
,,,,,
济南高华制药有限公司,1.5mg*30片/盒,吲达帕胺缓释片(平至),,≈￥7.13,效期：2020年12月
,,,,,
北京赛而生物药业有限公司,10mg*10粒*3板/盒,多潘立酮胶囊,,≈￥6.18,效期：2021年01月
,,,,,
