cj,gg,name,price,price2,xq
陕西白鹿制药股份有限公司,0.53g*60粒,乳癖散结胶囊, ￥39.8,,效期：2022年11月
上海玉瑞生物科技（安阳）药业有限公司,0.3g*100片,碳酸氢钠片, ￥7.3,,效期：2023年03月
昆山龙灯瑞迪制药有限公司,5mg*12片*2板/盒,尼麦角林片(乐喜林), ￥17.29,,效期：2022年12月
广东一片天医药集团制药有限公司,30片,咳特灵胶囊, ￥4.65,,效期：2022年01月
贵州健兴药业有限公司,100ml,肺力咳合剂, ￥24,,效期：2022年06月
黑龙江乌苏里江制药有限公司哈尔滨分公司,10g*10袋,复方金银花颗粒, ￥7.6,,效期：2022年01月
江苏晨牌邦德药业有限公司,250毫升,复方氯己定含漱液, ￥11.5,,效期：2022年03月
安徽环球药业股份有限公司,0.075g*12片/板/盒,厄贝沙坦片, ￥6.4,,效期：2022年02月
青岛伦敦杜蕾斯有限公司,10只,杜蕾斯天然胶乳橡胶避孕套(Love), ￥16.5,,效期：2024年12月
健民药业集团股份有限公司,3g*30袋/盒,龙牡壮骨颗粒(无蔗糖), ￥78,,效期：2022年12月
天士力医药集团股份有限公司,27mg*180丸,复方丹参滴丸, ￥23.3,,效期：2022年08月
广西宝瑞坦制药有限公司,5g/袋*20袋/盒,板蓝根颗粒, ￥7.3,,效期：2022年01月
漳州无极药业有限公司,10g,复方倍氯米松樟脑乳膏, ￥3.65,,效期：2022年05月
广州诺金制药有限公司,5g*10袋,喉痛灵颗粒, ￥5.5,,效期：2021年06月
双鹤药业（海南）有限责任公司,10mg*14片,雷贝拉唑钠肠溶片, ￥26.8,,效期：2021年07月
甘肃陇神戎发药业股份有限公司,30丸*6袋,元胡止痛滴丸, ￥17.8,,效期：2021年11月
青岛伦敦杜蕾斯有限公司,12只,天然胶乳橡胶避孕套(杜蕾斯)(活力装), ￥22,,效期：2024年11月
澳美制药厂,0.25g*24粒,阿莫西林胶囊(阿莫灵), ￥11.6,,效期：2021年12月
东阿阿胶股份有限公司,20ml*12支/盒（无蔗糖）,复方阿胶浆, ￥47,,效期：2022年02月
广东罗浮山国药股份有限公司,100片/瓶（薄膜衣）,咳特灵片, ￥4.3,,效期：2022年04月
广东嘉应制药股份有限公司,48片,重感灵片, ￥3.35,,效期：2022年10月
南昌市飞弘药业有限公司,0.1g*20片,乳酸亚铁片, ￥5.8,,效期：2021年09月
黑龙江天龙药业有限公司,15ml/瓶/盒,口腔炎喷雾剂, ￥9.3,,效期：2022年12月
合肥华润神鹿药业有限公司,10g*6袋,温胃舒颗粒, ￥12,,效期：2022年10月
吉林白山正茂药业股份有限公司,0.25g*20片*4板/盒（糖衣片）,咽炎片, ￥6.4,,效期：2023年01月
黑龙江葵花药业股份有限公司,0.4g*12s*2板,F胃康灵胶囊, ￥14.85,,效期：2022年09月
上海医药集团青岛国风药业股份有限公司,0.15g*10粒,多糖铁复合物胶囊, ￥26,,效期：2022年07月
广东一片天医药集团制药有限公司,0.22g*100片,感冒清片, ￥6.35,,效期：2021年10月
Novartis Pharma Schweiz AG/诺华制药,80mg：12.5mg*7片,F缬沙坦氢氯噻嗪片（复代文）, ￥35,,效期：2022年08月
武汉诺安药业有限公司,8ml：24mg,氧氟沙星滴耳液, ￥2.5,,效期：2021年11月
海南新世通制药有限公司,10mg*9片,氯雷他定片(希适敏), ￥5.2,,效期：2021年10月
国药控股星鲨制药（厦门）有限公司,维生素D400单位*30粒/盒,维生素D滴剂, ￥29,,效期：2022年01月
LEO Pharma A/S  (丹麦利奥制药有限公司）,0.25ug*30粒/盒,阿法骨化醇软胶囊 (依安凡), ￥27,,效期：2022年11月
南京易亨制药有限公司,5mg*10片/板*2板,非洛地平缓释片, ￥12,,效期：2021年09月
桂林三金药业股份有限公司,0.6g*36片/盒,西瓜霜润喉片, ￥5.8,,效期：2022年11月
云南明镜亨利制药有限公司,30片,复方岩白菜素片, ￥3.85,,效期：2021年08月
江西珍视明药业有限公司,8ml,四味珍层冰硼滴眼液(珍视明), ￥13.3,,效期：2021年10月
湖北太子药业有限公司,10ml*10支,蛇胆川贝液, ￥6.9,,效期：2021年05月
洛阳君山制药有限公司,0.37g*48片,舒筋活血片, ￥2.8,,效期：2021年10月
广州王老吉药业股份有限公司,7g*10袋,小儿七星茶颗粒, ￥13.1,,效期：2023年01月
陕西郝其军制药股份有限公司,72丸,复方皂矾丸, ￥52.3,,效期：2022年07月
修正药业集团股份有限公司,16粒,维U颠茄铝胶囊II(斯达舒), ￥15,,效期：2022年04月
桂林三金药业股份有限公司,3.5克*1瓶,桂林西瓜霜, ￥10.7,,效期：2022年12月
马应龙药业集团股份有限公司,1.5g*6粒,马应龙麝香痔疮栓, ￥11.1,,效期：2021年09月
国药集团致君（深圳）制药有限公司,0.25g*6片,头孢呋辛酯片(达力新), ￥4.4,,效期：2023年02月
济南如意堂医药科技有限公司,7cm*10cm*3贴*2袋,软组织损伤冷敷贴(桂龙膏药), ￥9.5,,效期：2022年09月
江西樟都药业有限公司,20g,宝宝湿疹膏, ￥3.2,,效期：2022年03月
陕西中医学院制药厂,30g,固肠止泻丸, ￥11.2,,效期：2022年10月
昆明赛诺制药股份有限公司,50ml*2瓶  （带喷头）,康复新液, ￥16.5,,效期：2022年11月
浙江尖峰药业有限公司,20mg*12片,盐酸帕罗西汀片(舒坦罗), ￥25,,效期：2022年01月
丽珠集团丽珠制药厂,8片,枸橼酸铋钾片/替硝唑片/克拉霉素片组合包装(丽珠维三联), ￥21.5,,效期：2021年06月
湖南方盛制药股份有限公司,0.17g（含三七总皂苷25mg）*20片,血塞通分散片, ￥5.3,,效期：2022年06月
黑龙江省中医研究院制药厂,5g*12袋,感冒解毒颗粒, ￥7.2,,效期：2023年01月
广东省惠州市中药厂有限公司,24片*3板,清热散结片, ￥7.2,,效期：2021年11月
悦康药业集团股份有限公司,20mg*14粒,奥美拉唑肠溶胶囊(立卫克), ￥1.4,,效期：2021年11月
吉林天瑞生物科技有限公司,20ml*5支 （聚丙烯易折瓶）,葡萄糖饮品50%, ￥4.3,,效期：2022年04月
绵阳一康制药有限公司,20ml*10支,开塞露（含甘油）, ￥5.75,,效期：2022年01月
上海罗氏制药有限公司,0.25g*40片,多巴丝肼片(美多芭), ￥74.5,,效期：2023年07月
石药集团欧意药业有限公司,0.25g*4片/板/盒,阿奇霉素片(新维宏), ￥3.5,,效期：2021年01月
百草堂医药股份有限公司,10g,皮肤消毒剂(百消膏), ￥5.7,,效期：2022年04月
四川明欣药业有限责任公司,10g,阿达帕林凝胶, ￥6.8,,效期：2021年10月
芜湖张恒春药业有限公司,10g*8袋,小柴胡颗粒, ￥4.45,,效期：2022年02月
长春海外制药集团有限公司,12片,复方氨酚烷胺片(感叹号), ￥5.6,,效期：2021年10月
哈尔滨中药四厂有限公司,10ml*10支/盒,双黄连口服液, ￥13.5,,效期：2022年01月
云南万裕药业有限公司,10g*8袋,感冒灵颗粒, ￥4.5,,效期：2022年06月
石家庄以岭药业股份有限公司,0.35g*24粒,连花清瘟胶囊, ￥10.8,,效期：2022年07月
昆明贝克诺顿制药有限公司,0.25ug*20粒,阿法骨化醇软胶囊(阿法迪三), ￥41,,效期：2022年02月
哈尔滨市龙生北药生物工程股份有限公司,5ml*8支,盐酸氨溴索口服溶液（儿童）, ￥6,,效期：2021年07月
地奥集团成都药业股份有限公司,0.5g*100片,贝诺酯片(扑炎痛片), ￥9.75,,效期：2022年09月
山东鲁药制药有限公司,0.3g*27片,三七伤药片, ￥1.6,,效期：2021年11月
英吉利制药厂有限公司,20ml,狮马龙活络油, ￥18,,效期：2022年10月
