cj,gg,name,price,price2,price3,xq
济宁光明制药有限公司,8ml：8mg(0.1%)/瓶/盒,盐酸萘甲唑啉滴鼻液, ￥29,,,效期：2021年03月
上海旭东海普药业有限公司,5ml*12包,硫糖铝口服混悬液, ￥9.9,,,效期：2022年12月
湖南一格制药有限公司,100mg*10片,血塞通分散片, ￥8.8,,,效期：2021年12月
广州白云山和记黄埔中药有限公司,0.41g*36片,脑心清片, ￥36,,,效期：2021年11月
吉林道君药业股份有限公司,36粒,人工牛黄甲硝唑胶囊, ￥5.4,,,效期：2022年12月
烟台鲁银药业有限公司,0.2g*10片,硝呋太尔片, ￥12.6,,,效期：2021年09月
四川康福来药业集团有限公司,15g*20袋,复方板蓝根颗粒, ￥5.7,,,效期：2022年02月
广东罗浮山国药股份有限公司,100片,消炎利胆片, ￥5.8,,,效期：2022年06月
赛诺菲（杭州）制药有限公司,75mg*7片,硫酸氢氯吡格雷片(波立维), ￥27.5,,,效期：2022年08月
桂林三金药业股份有限公司,3.5克*1瓶,桂林西瓜霜, ￥10.29,,,效期：2023年01月
安徽东盛友邦制药有限公司,10ml*6支,抗病毒口服液, ￥3.45,,,效期：2022年01月
,,,,,,
同药集团大同制药有限公司,9g*10丸/盒,清肺宁嗽丸, ￥8.3,,,效期：2024年08月
回音必集团浙江亚东制药有限公司,0.45g*30粒,石淋通胶囊, ￥7,,,效期：2021年09月
亚宝药业四川制药有限公司,10ml*10支,葡萄糖酸锌口服溶液, ￥7.8,,,效期：2021年12月
江西鑫源欣实业有限公司,20ml*6支/盒,50%葡萄糖饮料, ￥4.3,,,效期：2021年09月
江西樟都药业有限公司,20ml/瓶/盒,西瓜霜抑菌喷剂(樟都), ￥4.6,,,效期：2021年10月
云南昊邦制药有限公司,0.1g*6粒,头孢克肟胶囊, ￥2.3,,,效期：2022年09月
西安迪赛生物药业有限责任公司,0.3g*6片*2板,口腔溃疡含片, ￥5.6,,,效期：2021年10月
正大青春宝药业有限公司,5g*6袋,养胃颗粒（无糖）, ￥6.85,,,效期：2021年02月
黑龙江天龙药业有限公司,30g,复方樟脑乳膏, ￥10.5,,,效期：2022年03月
四川泰乐制药有限公司,0.3g*12粒*2板/盒,速效止泻胶囊, ￥8.8,,,效期：2021年03月
先声药业有限公司,2.5mg*21片/盒,苯磺酸左氨氯地平片, ￥13,,,效期：2021年12月
LES LABORATOIRES SERVIER INDUSTRIE,50mg*30片,吡贝地尔缓释片(泰舒达), ￥71.5,,,效期：2022年02月
山西澳迩药业有限公司,8g*6袋,小儿咽扁颗粒(殊欣), ￥3.43,,,效期：2021年11月
成都迪康药业股份有限公司,3g*10袋,肤痒颗粒, ￥8.5,,,效期：2021年12月
,,,,,,
国药集团致君（深圳）制药有限公司,0.1g*12片/盒,头孢地尼分散片, ￥28,,,效期：2021年09月
江西兴鹏实业有限公司,100g/瓶,芦荟祛冻霜(植物草本抑菌霜 ), ￥5.3,,,效期：2021年10月
AstraZeneca AB,5mg*7片,沙格列汀片(安立泽), ￥49.5,,,效期：2022年05月
安徽安科恒益药业有限公司,0.125g*16袋/盒,阿莫西林颗粒(玺福康), ￥2.7,,,效期：2021年11月
江苏晨牌药业集团股份有限公司,0.2mg*30s,伏格列波糖分散片, ￥30,,,效期：2021年12月
乐普药业股份有限公司,75mg*7片/板*2板/盒（薄膜衣）,硫酸氢氯吡格雷片(帅信), ￥42.2,,,效期：2022年02月
天大药业（珠海）有限公司,60ml,布洛芬混悬液(托恩), ￥9.6,,,效期：2022年10月
吉林道君药业股份有限公司,0.25g*24片*3板/盒,蒲地蓝消炎片, ￥5.6,,,效期：2023年01月
北京振东康远制药有限公司,3g*10袋,碳酸钙D3颗粒(朗迪), ￥28,,,效期：2021年12月
四川泰乐制药有限公司,0.3g*12粒*2板,复方半夏片, ￥3.5,,,效期：2021年05月
海南先声药业有限公司,0.125g*24袋,阿莫西林颗粒(再林), ￥13.8,,,效期：2021年12月
成都迪康药业股份有限公司,20mg*7片,雷贝拉唑钠肠溶片(安斯菲), ￥25.6,,,效期：2021年09月
云南省曲靖药业有限公司,270片,复方丹参片, ￥9.9,,,效期：2023年01月
吉林佳泰制药有限公司,12片*2板,痔速宁片, ￥2.95,,,效期：2023年02月
,,,,,,
黑龙江诺捷制药有限责任公司,1g*10袋,乳酸菌素颗粒, ￥6.6,,,效期：2021年08月
淄博亚大制药股份有限公司,0.5g*12粒*3板/盒,大败毒胶囊(鼎言), ￥5.05,,,效期：2022年11月
浙江震元制药有限公司,90.65mg*8袋,盐酸头孢他美酯干混悬剂, ￥7.3,,,效期：2021年07月
福州绿野生化技术有限公司,50ml/瓶/盒（喷雾型）,脚爽液体敷料(秀雨), ￥7.8,,,效期：2022年04月
山西仟源医药集团股份有限公司,30mg*20片,盐酸氨溴索分散片(抒坦清), ￥3.58,,,效期：2021年08月
福建太平洋制药有限公司,15g,曲咪新乳膏, ￥4.5,,,效期：2022年03月
山西亨瑞达制药有限公司,25ug*100片,维生素B12片, ￥1.07,,,效期：2021年12月
通化金恺威药业有限公司,0.5g*12s*3板,血栓心脉宁胶囊, ￥13.65,,,效期：2022年10月
北京澳特舒尔保健品开发有限公司出品,62.5g(2.5g*20袋+12.5g),碧生源常菁茶, ￥67,,,效期：2021年11月
四川大千药业有限公司,2g*12袋,小儿咳喘灵颗粒, ￥2.6,,,效期：2021年11月
济南如意堂医药科技有限公司,7cm*10cm*3贴*2袋,腰椎冷敷贴(桂龙膏药), ￥9.7,,,效期：2023年03月
天津金耀药业有限公司,10g:10mg,丁酸氢化可的松乳膏(尤卓尔), ￥12.2,,,效期：2022年03月
上海世康特制药有限公司,7g/瓶/盒,复方酮康唑软膏, ￥0.6,,,效期：2021年04月
成都地奥制药集团有限公司,0.65g*12片*2板,银黄含片, ￥7.5,,,效期：2021年10月
,,,,,,
黑龙江天辰药业有限公司,10粒,盆炎清栓, ￥7.5,,,效期：2021年03月
江西水滴药业有限公司,60ml,肿痛灵喷剂(水一牌植物抑菌喷剂), ￥3.3,,,效期：2021年11月
广东恒诚制药股份有限公司,10克*9袋/盒,风热感冒颗粒, ￥5.5,,,效期：2021年08月
贵州金宇药业有限公司,50mg*100丸,银黄含化滴丸, ￥8,,,效期：2021年09月
黑龙江乌苏里江制药有限公司哈尔滨分公司,10g*10袋,复方金银花颗粒, ￥7.8,,,效期：2022年01月
株洲千金药业股份有限公司,18片*6板,妇科千金片, ￥24,,,效期：2022年05月
华润三九（枣庄）药业有限公司委托辽宁华润本溪三药有限公司,6g*10袋/盒,小儿感冒颗粒, ￥9.75,,,效期：2022年03月
湖北太子药业有限公司,10ml*12支,脑心舒口服液, ￥6.3,,,效期：2022年08月
河南省济源市济世药业有限公司,480丸,桂附地黄丸(浓缩丸), ￥14,,,效期：2024年05月
四川同人泰药业股份有限公司,10g*12袋,止咳枇杷颗粒, ￥4,,,效期：2021年05月
杭州华东医药集团康润制药有限公司,0.45g*12粒/板*2板/盒,舒筋活血胶囊, ￥7.3,,,效期：2022年10月
太极集团重庆涪陵制药厂有限公司,10ml*6支,通天口服液, ￥18.8,,,效期：2021年11月
广西圣民制药有限公司,24片,清火栀麦片, ￥0.8,,,效期：2021年10月
浙江鼎泰药业股份有限公司,5ml,复方酮康唑发用洗剂, ￥0.92,,,效期：2022年02月
,,,,,,
西安自力中药集团有限公司,10*1.5g/袋/盒,活血止痛散, ￥5.8,,,效期：2021年07月
江西水滴药业有限公司,120ml/瓶,烧烫伤软膏, ￥4.8,,,效期：2021年11月
江苏祥瑞药业有限公司,0.5g*10片*2板,盐酸二甲双胍缓释片, ￥4.8,,,效期：2021年07月
湖南百草制药有限公司,5mg*12片/盒,非那雄胺片(葆列止), ￥11.5,,,效期：2021年09月
Abbott Laboratories GmbH,0.15g*20粒,胰酶肠溶胶囊(得每通), ￥35.4,,,效期：2021年09月
伊春五加参药业有限责任公司,0.25g*15片*2板,咽炎片, ￥3.1,,,效期：2022年12月
天士力医药集团股份有限公司,2.6g*9袋,藿香正气滴丸(薄膜衣), ￥12.8,,,效期：2021年11月
山西康欣药业有限公司,0.5g*6片*4板,复方天麻蜜环糖肽片(瑙珍), ￥30,,,效期：2022年03月
药大制药有限公司,50mg*20粒,双氯芬酸钠缓释胶囊(英太青), ￥17,,,效期：2021年05月
海口市制药厂有限公司,0.25g*12片,阿莫西林分散片, ￥1.3,,,效期：2021年02月
江西民康制药有限公司,11g*10袋,橘红颗粒, ￥7.05,,,效期：2021年10月
河南省济源市济世药业有限公司,480丸,逍遥丸(浓缩丸), ￥14.07,,,效期：2024年11月
浙江得恩德制药股份有限公司,50mg*24粒,胶体果胶铋胶囊, ￥3.5,,,效期：2021年11月
济宁市安康制药有限责任公司,10mg*100片,谷维素片, ￥9.75,,,效期：2022年12月
,,,,,,
江西兴鹏实业有限公司,20ml/瓶/盒,濞舒通抑菌喷剂, ￥4.8,,,效期：2021年09月
海南先声药业有限公司,0.15625g*6袋/盒,阿莫西林克拉维酸钾干混悬剂, ￥6.8,,,效期：2022年03月
浙江昂利康制药股份有限公司,0.2g*10s,多索茶碱片, ￥4.2,,,效期：2022年08月
湖北民康制药有限公司,10粒/板*100板,氨咖黄敏胶囊, ￥6.5,,,效期：2021年03月
伊春五加参药业有限责任公司,0.24g*15片/板*3板/盒,蒲地蓝消炎片, ￥4.2,,,效期：2022年09月
西藏林芝宇拓藏药有限责任公司, 0.25g*24丸/盒 ,流感丸, ￥12.1,,,效期：2023年08月
Novartis Pharma Schweiz AG/诺华制药,80mg：12.5mg*7片,F缬沙坦氢氯噻嗪片（复代文）, ￥35,,,效期：2022年08月
亚宝药业集团股份有限公司,1.6g*2贴,丁桂儿脐贴(宝宝一贴灵), ￥11.79,,,效期：2021年09月
上海上药信谊药厂有限公司,0.25mg*30片/盒,地高辛片, ￥25.8,,,效期：2022年08月
浙江得恩德制药股份有限公司,5mg*7片*2板/盒,苯磺酸氨氯地平片, ￥4,,,效期：2021年03月
上海中华药业南通有限公司,12ml /瓶/盒,风油精, ￥4,,,效期：2022年06月
河南省济源市济世药业有限公司,480丸,六味地黄丸(浓缩丸), ￥14,,,效期：2024年11月
浙江昂利康制药股份有限公司,100mg*16粒,头孢克肟胶囊, ￥6.6,,,效期：2021年12月
精华制药集团股份有限公司,10mg*100片,吡罗昔康片, ￥3.98,,,效期：2021年09月
,,,,,,
贵阳润丰制药有限公司,0.18g*60片,清热散结片, ￥3.2,,,效期：2021年04月
河南省济源市济世药业有限公司,480丸,八珍丸, ￥13,,,效期：2024年02月
哈尔滨市龙生北药生物工程股份有限公司,120ml,盐酸氨溴索口服溶液, ￥6.8,,,效期：2021年05月
四川省仁德制药有限公司,4克*16袋/盒,银黄颗粒(鑫烨), ￥7,,,效期：2022年03月
华北制药股份有限公司,0.5g*30粒,阿莫西林胶囊, ￥8.9,,,效期：2022年12月
云南云河药业股份有限公司,0.3g*36片,通宣理肺片, ￥3.8,,,效期：2021年10月
长春海外制药集团有限公司,12片,复方氨酚烷胺片(感叹号), ￥5.7,,,效期：2021年10月
广州白云山医药集团股份有限公司广州白云山制药总厂,0.457g*6片/盒,F阿莫西林克拉维酸钾片(金力舒), ￥5.8,,,效期：2021年11月
河南省济源市济世药业有限公司,480丸,归脾丸(浓缩丸), ￥15,,,效期：2024年10月
四川康福来药业集团有限公司,30粒/瓶,咳特灵胶囊, ￥2.95,,,效期：2022年10月
吉林省松辽制药有限公司,0.25g*18粒*3板/盒,天麻胶囊, ￥4.6,,,效期：2022年02月
广州王老吉药业股份有限公司,7g*10袋,小儿七星茶颗粒, ￥13,,,效期：2023年01月
马应龙药业集团股份有限公司,10g,马应龙麝香痔疮膏, ￥8.13,,,效期：2022年06月
甘肃岷海制药有限责任公司,0.3g*3板*24片,蒲地蓝消炎片, ￥5.5,,,效期：2022年10月
,,,,,,
湖北太子药业有限公司,120ml,三蛇胆川贝糖浆, ￥4.2,,,效期：2021年06月
云南永孜堂制药有限公司,0.3g*24粒,胃肠灵胶囊, ￥14,,,效期：2022年08月
河南省济源市济世药业有限公司,360丸/瓶/盒,香砂养胃丸(浓缩丸), ￥10.2,,,效期：2024年05月
石药集团欧意药业有限公司,2.5mg*7片/盒,马来酸左旋氨氯地平分散片(玄宁), ￥11.7,,,效期：2021年03月
兰州和盛堂制药股份有限公司,4.5g*9袋,保和颗粒, ￥3.1,,,效期：2022年11月
乐普制药科技有限公司,10mg*7片/盒,阿托伐他汀钙片(优力平), ￥13,,,效期：2022年01月
杭州朱养心药业有限公司,2%  5g,莫匹罗星软膏, ￥7.5,,,效期：2021年09月
广州诺金制药有限公司,2g*10袋,小儿咳喘灵颗粒, ￥3.9,,,效期：2021年11月
河南省济源市济世药业有限公司,480丸,明目地黄丸, ￥14,,,效期：2024年07月
四川依科制药有限公司,0.5g*12粒/板*3板/盒,阿莫西林胶囊, ￥6.4,,,效期：2022年11月
上海新亚药业闵行有限公司,10mg*14片,盐酸贝那普利片(新亚富舒), ￥16.45,,,效期：2021年11月
东阿阿胶股份有限公司,20ml*12支/盒（无蔗糖）,复方阿胶浆, ￥47.2,,,效期：2022年02月
葵花药业集团（衡水）得菲尔有限公司,50袋/包,复方氨酚那敏颗粒, ￥10.1,,,效期：2021年10月
湖北远大天天明制药有限公司,15ml:0.8mg,吡诺克辛钠滴眼液(白内停), ￥9.9,,,效期：2021年12月
,,,,,,
云南省曲靖药业有限公司,0.3g*12粒*3板/盒,溃疡胶囊, ￥3.6,,,效期：2021年01月
长春人民药业集团有限公司,18粒*2板/盒,麝香心脑乐胶囊, ￥9.5,,,效期：2022年03月
吉林省松辽制药有限公司,0.3g*15粒*2板/盒,风湿圣药胶囊, ￥4.3,,,效期：2022年12月
山西华元医药生物技术有限公司,0.25g*15片*2板,清咽片, ￥6,,,效期：2021年03月
甘南佛阁藏药有限公司,0.8g*20丸,洁白丸, ￥17.7,,,效期：2023年09月
洛阳君山制药有限公司,0.37g*108片/盒（薄膜衣）,舒筋活血片, ￥6.6,,,效期：2021年02月
成都市益康堂药业有限公司,100ml(20ml*5瓶）,葡萄糖饮品, ￥4.3,,,效期：2022年02月
哈尔滨圣泰生物制药有限公司,2g*6袋,小儿热速清颗粒, ￥6.3,,,效期：2021年11月
广州诺金制药有限公司,0.4g*30片/盒,百合固金片, ￥9.7,,,效期：2022年04月
上海玉瑞生物科技（安阳）药业有限公司,0.3g*100片,碳酸氢钠片, ￥7.38,,,效期：2023年03月
广州诺金制药有限公司,0.75g*24片,金刚藤咀嚼片, ￥8.5,,,效期：2021年10月
赛诺菲（杭州）制药有限公司,7片,厄贝沙坦氢氯噻嗪片(安博诺), ￥12.3,,,效期：2022年08月
江苏恒瑞医药股份有限公司,0.15g*7片,厄贝沙坦片(吉加), ￥5.3,,,效期：2022年02月
陕西中医学院制药厂,30g,固肠止泻丸, ￥11,,,效期：2022年10月
,,,,,,
吉林玉仁制药股份有限公司,0.31g*10片*3板/盒,炎可宁片, ￥2.7,,,效期：2022年04月
合肥今越制药有限公司,0.25g*12粒,牛黄蛇胆川贝胶囊, ￥18.3,,,效期：2021年04月
商丘市金马药业有限公司,125g/瓶/盒,雪梨膏, ￥3.1,,,效期：2022年04月
长春大政药业科技有限公司,0.5g*12粒*2板/盒,感冒灵胶囊, ￥4.6,,,效期：2021年11月
陕西康惠制药股份有限公司,10g,熊胆痔疮膏, ￥7.6,,,效期：2022年04月
Dr.Willmar Schwabe GmbH & Co. KG,40mg*10片*2板,银杏叶提取物片(金纳多), ￥36.25,,,效期：2023年07月
河南福森药业有限公司,10ml*10支,双黄连口服液, ￥10.38,,,效期：2022年02月
山东淄博新达制药有限公司,0.375g*6片/盒,头孢克洛缓释片, ￥9.5,,,效期：2021年11月
广东瑞虎精细化工有限公司,150ml+(28g*2支),瑞芙防脱洗发露, ￥24.3,,,效期：2022年10月
广西一力桂西制药有限公司,100ml,小儿止咳糖浆, ￥3.2,,,效期：2021年08月
陕西健驰生物药业有限公司,380ml,隐形眼镜护理液, ￥9.5,,,效期：2022年03月
国药集团致君（深圳）制药有限公司,0.1g*6片,头孢地尼分散片, ￥14.6,,,效期：2021年09月
石药集团欧意药业有限公司,0.25g*4片/板/盒,阿奇霉素片(新维宏), ￥3.8,,,效期：2021年01月
威海人生药业有限公司,48片,伸筋片, ￥15.2,,,效期：2021年08月
,,,,,,
回音必集团浙江齐齐制药有限公司,10ml/支*6支/盒,健儿消食口服液, ￥4.9,,,效期：2021年10月
湖北科田药业有限公司,15g/支/盒,林可霉素利多卡因凝胶, ￥30,,,效期：2021年04月
哈尔滨市龙生北药生物工程股份有限公司,0.6g*13片*3板,蒲地蓝消炎片, ￥6,,,效期：2022年11月
江西新远健药业有限公司,0.3g*10粒/板*2板/盒,藿香正气胶囊, ￥2.8,,,效期：2022年02月
上海复旦复华药业有限公司,0.2g*24s,氯唑沙宗片, ￥3.05,,,效期：2022年09月
圣大（张家口）药业有限公司,156.25mg*12片,阿莫西林克拉维酸钾分散片（4:1）(尤林加), ￥7.6,,,效期：2021年12月
盘锦恒昌隆药业有限公司,10g*12袋,清淋颗粒, ￥8.29,,,效期：2022年07月
康县独一味生物制药有限公司,0.58g*24粒,独一味软胶囊, ￥7.6,,,效期：2021年11月
分包装企业：安士制药（中山）有限公司,30片/瓶/盒,儿童维D钙咀嚼片(迪巧), ￥36.5,,,效期：2021年02月
广东万年青制药股份有限公司,0.25g*100片,消炎利胆片(糖衣片), ￥7.2,,,效期：2022年10月
江西水滴药业有限公司,20g/支/盒,烧烫伤软膏, ￥3.3,,,效期：2022年03月
哈尔滨市龙生北药生物工程股份有限公司,0.6克/片*24片,蒲地蓝消炎片, ￥3.3,,,效期：2022年06月
广东一片天医药集团制药有限公司,30片,咳特灵胶囊, ￥4.45,,,效期：2022年01月
吉林省俊宏药业有限公司,0.32g*24粒,藿香清胃胶囊, ￥4.25,,,效期：2023年02月
,,,,,,
山东良福制药有限公司,15g,维胺酯维E乳膏, ￥8.3,,,效期：2021年05月
江西兴鹏实业有限公司,100g/瓶,裂可宁霜(植物草本抑菌霜), ￥5.3,,,效期：2021年12月
江西水滴药业有限公司,20g/支/盒,百草止痒膏(水一牌草本抑菌膏), ￥2.9,,,效期：2022年03月
云南裕丰药业有限公司,7g*12袋/盒,半夏露颗粒, ￥6.65,,,效期：2022年09月
通化颐生药业股份有限公司,0.4g*36粒,降糖宁胶囊, ￥3.15,,,效期：2022年10月
西安汉丰药业有限责任公司,0.2g*15粒/板/盒,非诺贝特胶囊, ￥13.5,,,效期：2021年08月
辽源市百康药业有限责任公司,10mg*100片,盐酸氯哌丁片, ￥6.2,,,效期：2022年10月
湖北惠真源药械有限公司,4贴,晕车贴, ￥3.4,,,效期：2022年12月
云南白药集团股份有限公司,4g*6瓶,云南白药, ￥83.99,,,效期：2023年12月
云南白药集团股份有限公司,0.25g*16粒,云南白药胶囊, ￥16.16,,,效期：2025年01月
上海衡山药业有限公司,0.1g*12粒,双氯芬酸钠缓释胶囊（I）, ￥6.8,,,效期：2021年11月
广东罗浮山国药股份有限公司,0.36g：1.4mg*30粒/瓶,咳特灵胶囊, ￥4.15,,,效期：2022年04月
天津中新药业集团股份有限公司第六中药厂,40mg*60丸*2瓶,速效救心丸, ￥27.69,,,效期：2021年08月
广西正堂药业有限责任公司,24片,精制银翘解毒片, ￥1.55,,,效期：2021年10月
,,,,,,
通化向日葵花生物科技有限公司委托成都市益康堂药业有限公司,20ml/瓶*5瓶/盒,葡萄糖vc饮品, ￥4.3,,,效期：2022年04月
湖北金龙药业有限公司,200片,复方丹参片, ￥8.7,,,效期：2021年05月
甘肃省西峰制药有限责任公司,160ml,强力枇杷露, ￥6.4,,,效期：2023年01月
河南省济源市济世药业有限公司,360丸/瓶/盒,杞菊地黄丸(浓缩丸), ￥10.2,,,效期：2024年10月
济南如意堂医药科技有限公司,7cm*10cm*3贴*2袋,肩周冷敷贴(桂龙膏药), ￥9.7,,,效期：2023年03月
青岛国大药业有限公司,25ug/片*10片/板*2板/盒,盐酸丙卡特罗片, ￥6,,,效期：2021年12月
石药集团中诺药业（石家庄）有限公司,0.25g*50粒,阿莫西林胶囊, ￥4.6,,,效期：2021年10月
史达德药业(北京)有限公司,120ml,右美沙芬愈创甘油醚糖浆(史达功)(史达功), ￥16.6,,,效期：2021年10月
北京振东康远制药有限公司,3g*6袋,碳酸钙D3颗粒(朗迪), ￥19,,,效期：2022年04月
福建太平洋制药有限公司,9.2ml,风油精, ￥4.7,,,效期：2023年02月
江西本真药业有限责任公司,9g*8袋,通宣理肺颗粒, ￥5.1,,,效期：2022年02月
武汉贝参药业股份有限公司,180ml,川贝枇杷糖浆, ￥7,,,效期：2022年01月
浙江新光药业股份有限公司,0.15g*60粒,伸筋丹胶囊, ￥4.8,,,效期：2022年10月
广东恒健制药有限公司,15ml,滴耳油, ￥7,,,效期：2022年01月
,,,,,,
西安天一秦昆制药有限责任公司,3g*9袋/盒（无蔗糖）,金青感冒颗粒, ￥8,,,效期：2022年03月
广东恒诚制药股份有限公司,8克*9袋/盒,风寒感冒颗粒, ￥5.5,,,效期：2022年01月
广西梧州神农药业有限公司,150ml,清热镇咳糖浆, ￥9,,,效期：2021年10月
沈阳东陵药业股份有限公司,0.25g*12片/板*2板/盒（糖衣片）,红药片(健达), ￥3.1,,,效期：2023年02月
吉林益民堂制药有限公司,10g*10袋,肺宁颗粒, ￥7.65,,,效期：2022年11月
海南妙音春制药有限公司,0.3g*12粒/板/盒,布洛芬缓释胶囊(玺福康), ￥3.8,,,效期：2021年11月
回音必集团安徽制药有限公司,180ml,强力枇杷露, ￥7,,,效期：2021年11月
四川康特能药业有限公司,10ml*6支,去感热口服液, ￥8,,,效期：2021年03月
山东新华制药股份有限公司,10mg*6片/板*3板/盒,雷贝拉唑钠肠溶片(舒泰得), ￥28,,,效期：2022年02月
安斯泰来制药（中国）有限公司,0.2mg*10粒,盐酸坦索罗辛缓释胶囊(哈乐), ￥49.8,,,效期：2022年04月
广州诺金制药有限公司,5g*10袋,喉痛灵颗粒, ￥5.8,,,效期：2021年06月
陕西功达制药有限公司,20g,氧化锌软膏, ￥3.1,,,效期：2022年03月
黑龙江瑞格制药有限公司,10ml*10支,双黄连口服液, ￥8.28,,,效期：2022年01月
健民集团叶开泰国药（随州）有限公司,40g*3袋,足光散, ￥5.45,,,效期：2022年02月
,,,,,,
河南龙都药业股份有限公司,0.4g*9粒*5板/盒,晕痛定胶囊, ￥34,,,效期：2021年12月
河南省济源市济世药业有限公司,480丸,保和丸, ￥14,,,效期：2024年12月
浙江震元制药有限公司,4mg*20片/盒,氯诺昔康片, ￥10.7,,,效期：2021年12月
广东五虎山药业有限公司,每粒含九节茶干浸膏0.5g*36粒/盒,清热消炎宁胶囊, ￥12.4,,,效期：2022年01月
广州白云山天心制药股份有限公司,40mg*14粒,替米沙坦胶囊, ￥2.9,,,效期：2021年08月
金鸿药业股份有限公司,200mg*10片/盒,头孢克肟分散片, ￥13.5,,,效期：2022年01月
上海中华药业南通有限公司,10g（包装15g）/盒,清凉油, ￥3.9,,,效期：2022年06月
深圳万乐药业有限公司,20ug*10片,贝前列素钠片 (德纳), ￥45.5,,,效期：2022年03月
哈尔滨儿童制药厂有限公司,5g*12袋,双黄连颗粒, ￥14.5,,,效期：2022年09月
桂林三金药业股份有限公司,1.8g*16片,西瓜霜清咽含片, ￥5.15,,,效期：2021年10月
浙江仙琚制药股份有限公司,0.75mg*100片,醋酸地塞米松片, ￥4.05,,,效期：2022年12月
武汉太福制药有限公司,120ml,强力枇杷露, ￥3.6,,,效期：2021年01月
山西太原药业有限公司,0.1g*100片,盐酸吗啉胍片(病毒灵), ￥3.98,,,效期：2021年10月
马来西亚 GUMMITECH INDUSTRIES SDN.BHD,12只,天然胶乳橡胶避孕套(持久耐力)(多乐士), ￥27.2,,,效期：2024年06月
,,,,,,
贵州科顿制药有限责任公司,5g*10袋/盒,小儿消食开胃颗粒, ￥0.75,,,效期：2021年02月
贵州景诚制药有限公司,0.45g*24粒,妇平胶囊, ￥3,,,效期：2020年12月
兰州和盛堂制药股份有限公司,9g/袋*8袋/盒,肤痒颗粒, ￥4.8,,,效期：2022年11月
山东鑫惠药业有限公司,1.5mg*1片,左炔诺孕酮片, ￥8.8,,,效期：2022年11月
西安天一秦昆制药有限责任公司,5g*10袋,抗感解毒颗粒(无糖型), ￥7.15,,,效期：2022年03月
广东粤威制药有限公司,7cm*10ccm*3片/袋*2袋/盒,骨增生镇痛膏, ￥5.8,,,效期：2021年05月
广东罗浮山国药股份有限公司,0.22g*100片,感冒清片（薄膜衣）, ￥5.2,,,效期：2022年05月
哈尔滨市龙生北药生物工程股份有限公司,0.6克*36片,蒲地蓝消炎片, ￥5.6,,,效期：2023年02月
拜耳医药保健有限公司广州分公司,1mg*21片,戊酸雌二醇片(补佳乐), ￥27.6,,,效期：2024年05月
华北制药股份有限公司,10片*2板,甲钴胺片(怡神保), ￥5.4,,,效期：2022年04月
长春长庆药业集团有限公司,10ml/支/盒,牛磺酸滴眼液, ￥3.3,,,效期：2021年03月
中美上海施贵宝制药有限公司,0.5mg*7片,恩替卡韦片(博路定), ￥138,,,效期：2022年09月
上海医药集团青岛国风药业股份有限公司,0.15g*10粒,多糖铁复合物胶囊, ￥25.49,,,效期：2022年07月
,,,,,,
海南日中天制药有限公司,0.1g*9粒*2板,头孢克肟胶囊, ￥11,,,效期：2021年09月
黑龙江天龙药业有限公司,100ml/瓶/盒,骨质宁搽剂, ￥10.5,,,效期：2021年11月
吉林省松辽制药有限公司,0.25g*20粒*2板/盒,天麻胶囊, ￥3.8,,,效期：2022年11月
湖北康正药业有限公司,10g/支/盒,氧氟沙星凝胶, ￥9.5,,,效期：2020年11月
重庆迪康长江制药有限公司,0.45g*30片/盒,龙七胃康片, ￥11.7,,,效期：2021年10月
杭州华东医药集团康润制药有限公司委托浙江凯润药业股份有限公司,15ml*6瓶/盒,竹沥合剂(三吉), ￥11.7,,,效期：2022年05月
甘南佛阁藏药有限公司,18丸,二十五味肺病丸, ￥17.8,,,效期：2023年09月
河南省济源市济世药业有限公司,480丸,香砂养胃丸, ￥14,,,效期：2024年12月
四川同人泰药业股份有限公司,20g,创灼膏, ￥10,,,效期：2022年12月
长春普华制药股份有限公司,10g,丹皮酚软膏(舒笑), ￥3.29,,,效期：2021年08月
广西泰诺制药有限公司,0.42g/片*100片/瓶/盒,野木瓜片, ￥5.3,,,效期：2021年12月
云鹏医药集团有限公司（原山西云鹏制药有限公司）,11粒*2板,布洛芬缓释胶囊, ￥4,,,效期：2021年07月
,,,,,,
江苏吴中医药集团有限公司苏州制药厂,0.4g：10ml*8支/盒,匹多莫德口服溶液, ￥26,,,效期：2021年02月
江西兴鹏实业有限公司,8g*20袋/盒,老姜泡脚足浴粉（兴鹏牌）, ￥5.8,,,效期：2021年12月
四川德元药业集团有限公司,100ml,川贝枇杷糖浆, ￥3.3,,,效期：2020年12月
江西桔王药业有限公司,15g*12袋,益母草颗粒, ￥6.4,,,效期：2021年12月
海南海灵化学制药有限公司,20mg*14粒,奥美拉唑肠溶胶囊, ￥6,,,效期：2021年12月
福建太平洋制药有限公司,15g：硝酸益康唑0.15g与曲安奈德15mg*19g/支,曲安奈德益康唑乳膏, ￥5.6,,,效期：2022年06月
三门峡赛诺维制药有限公司,0.2g*24粒,消栓肠溶胶囊(消栓胶囊（肠溶）), ￥40.5,,,效期：2021年10月
宁波立华制药有限公司,12粒*3板,F白芍总苷胶囊(帕夫林), ￥34.2,,,效期：2021年08月
H. Lundbeck  A/ S,20片,氟哌噻吨美利曲辛片(黛力新), ￥51.8,,,效期：2022年05月
山东鑫齐药业有限公司,5mg*14片,苯磺酸氨氯地平片, ￥3.55,,,效期：2021年12月
