cj,gg,name,price,price2,xq
深圳市佳泰药业股份有限公司,48粒,四季感冒胶囊,￥7.80,≈￥7.33,效期：2021年11月
天津金虹胜利药业有限公司,6贴/盒,水杨酸苯酚贴膏(鸡眼膏),￥4.20,≈￥3.95,效期：2022年05月
北京中新药业股份有限公司,25mg*100片/瓶/盒（糖衣片）,双嘧达莫片,￥8.60,≈￥8.08,效期：2022年07月
长春新安药业有限公司,25mg*24片/板*3板/盒,双氯芬酸钠肠溶片,￥1.90,≈￥1.79,效期：2022年05月
贵州三仁堂药业有限公司,0.4g*36粒,双金胃疡胶囊,￥12.20,≈￥11.47,效期：2022年07月
哈尔滨儿童制药厂有限公司,5g*12袋,双黄连颗粒,￥14.50,≈￥13.63,效期：2022年09月
吉林省俊宏药业有限公司,12片/板*3板/盒（糖衣片）,舒心宁片,￥4.80,≈￥4.51,效期：2022年05月
洛阳君山制药有限公司,0.37g*108片/盒（薄膜衣）,舒筋活血片,￥6.50,≈￥6.11,效期：2021年02月
长春人民药业集团有限公司,6g*10丸/盒,舒肝丸,￥7.20,≈￥6.77,效期：2023年01月
回音必集团浙江亚东制药有限公司,0.45g*30粒,石淋通胶囊,￥6.50,≈￥6.11,效期：2021年09月
四川旭华制药有限公司,4g*15袋,肾石通颗粒（无糖型）,￥20.20,≈￥18.99,效期：2021年04月
江西兴华生物科技有限公司,15g/支/盒,神大夫草本抑菌乳膏,￥3.50,≈￥3.29,效期：2021年05月
广东粤威制药有限公司,6片,麝香止痛贴膏,￥3.90,≈￥3.67,效期：2021年09月
湖北太子药业有限公司,10ml*10支,蛇胆川贝液,￥6.90,≈￥6.49,效期：2021年05月
广东粤威制药有限公司,7cm*9.5cm*3片/袋*2袋/盒,少林风湿跌打膏,￥3.90,≈￥3.67,效期：2021年08月
广东粤威制药有限公司,6片,伤湿祛痛膏,￥4,≈￥3.76,效期：2021年10月
广州诺金制药有限公司,15g*10袋/盒,山楂麦曲颗粒,￥9,≈￥8.46,效期：2021年10月
湖北太子药业有限公司,120ml,三蛇胆川贝糖浆,￥4.30,≈￥4.04,效期：2021年06月
成都泰合健康科技集团股份有限公司华神制药厂,0.2g*12粒,三七通舒胶囊,￥28.80,≈￥27.07,效期：2021年11月
湖北仁悦药业股份有限公司,0.26g*16片/板*3板/盒（薄膜衣）,三黄片,￥2.10,≈￥1.97,效期：2021年10月
陕西仁康药业有限公司,10ml/瓶/盒,润目医用冷敷凝胶(焊王),￥3,≈￥2.82,效期：2021年10月
吉林省银诺克药业有限公司,0.4g*14粒*2板,润肠胶囊,￥7.40,≈￥6.96,效期：2023年03月
广州瑞虎精细化工有限公司,50克+30克,瑞芙脱毛膏,￥15,≈￥14.1,效期：2022年04月
济南如意堂医药科技有限公司,7cm*10cm*3贴*2袋,软组织损伤冷敷贴(桂龙膏药),￥9,≈￥8.46,效期：2022年08月
南昌市飞弘药业有限公司,0.1g*20片,乳酸亚铁片,￥5.30,≈￥4.98,效期：2021年09月
陕西白鹿制药股份有限公司,0.53g*60粒,乳癖散结胶囊,￥40.20,≈￥37.79,效期：2022年10月
山西汾河制药有限公司,18粒,人工牛黄甲硝唑胶囊,￥1.50,≈￥1.41,效期：2022年02月
哈药集团三精明水药业有限公司,30粒,人工牛黄甲硝唑胶囊,￥4.80,≈￥4.51,效期：2022年06月
江西宏洁中药饮片有限公司,80g,人参片,￥63,≈￥59.22,效期：2021年11月
江西银涛药业有限公司,0.35g*12粒/板*3板/盒,人参北芪胶囊,￥8.60,≈￥8.08,效期：2021年05月
Bayer Weimar GmbH & Co.KG,21片,炔雌醇环丙孕酮片(达英35),￥51,≈￥47.94,效期：2024年02月
福建太平洋制药有限公司,15g,曲咪新乳膏,￥4.50,≈￥4.23,效期：2023年03月
四川迪菲特药业有限公司,60mg*100片,曲克芦丁片,￥3.60,≈￥3.38,效期：2020年12月
福建太平洋制药有限公司,15g：硝酸益康唑0.15g与曲安奈德15mg*19g/支,曲安奈德益康唑乳膏,￥5.30,≈￥4.98,效期：2022年06月
昆明源瑞制药有限公司,6ml:120揿,曲安奈德鼻喷雾剂(毕诺),￥15,≈￥14.1,效期：2021年10月
山西华元医药生物技术有限公司,0.25g*14片*2板/盒,清咽片,￥2.70,≈￥2.54,效期：2021年03月
广西梧州神农药业有限公司,150ml,清热镇咳糖浆,￥9,≈￥8.46,效期：2021年10月
上海中华药业南通有限公司,10g（包装15g）/盒,清凉油,￥4.05,≈￥3.81,效期：2022年06月
哈尔滨圣泰生物制药有限公司,0.5g*12片,清开灵片,￥4.20,≈￥3.95,效期：2022年07月
广西正堂药业有限责任公司,48片,清火片,￥2,≈￥1.88,效期：2022年02月
桂龙药业（安徽）有限公司,5g*8袋（含乳糖）,清喉利咽颗粒(慢严舒柠),￥18.50,≈￥17.39,效期：2021年12月
西藏林芝宇拓藏药有限责任公司,0.25g*50丸/瓶/盒,清肺止咳丸,￥17.50,≈￥16.45,效期：2022年11月
石家庄以岭药业股份有限公司,15mg*24片,氢溴酸右美沙芬片,￥5.50,≈￥5.17,效期：2021年10月
武汉太福制药有限公司,120ml,强力枇杷露,￥5.10,≈￥4.79,效期：2021年01月
江西大自然制药有限公司,250ml/瓶/盒,强力枇杷露,￥7.50,≈￥7.05,效期：2022年02月
甘肃省西峰制药有限责任公司,160ml,强力枇杷露,￥6.20,≈￥5.83,效期：2023年01月
河南省济源市济世药业有限公司,480丸,杞菊地黄丸(浓缩丸),￥13.50,≈￥12.69,效期：2024年08月
陕西天洋制药有限责任公司,15g*9袋,芪枣颗粒,￥10,≈￥9.4,效期：2021年10月
楚雄老拨云堂药业有限公司,0.5g*60s(10盒),普乐安片,￥5.50,≈￥5.17,效期：2022年10月
"Senju Pharmaceutical Co.,Ltd.",5ml:5mg,普拉洛芬滴眼液(普南扑灵),￥35.20,≈￥33.09,效期：2022年07月
临江市宏大药业有限公司,0.4g*10片*4板/盒（薄膜衣）,蒲地蓝消炎片,￥4,≈￥3.76,效期：2021年08月
甘肃岷海制药有限责任公司,3板*24片,蒲地蓝消炎片,￥5.50,≈￥5.17,效期：2022年10月
吉林道君药业股份有限公司,0.25g*24片*3板/盒,蒲地蓝消炎片,￥5.50,≈￥5.17,效期：2023年01月
亚宝药业四川制药有限公司,10ml*10支,葡萄糖酸锌口服溶液,￥7.80,≈￥7.33,效期：2021年08月
亚宝药业四川制药有限公司,10ml*10支,葡萄糖酸钙口服溶液,￥7.80,≈￥7.33,效期：2021年10月
贵州恒和制药有限公司,0.25g*36粒,枇杷止咳胶囊(克立亭),￥8.60,≈￥8.08,效期：2022年09月
黑龙江天辰药业有限公司,10粒,盆炎清栓,￥6.50,≈￥6.11,效期：2021年03月
吉林省利华制药有限公司,0.40g*10粒/板*4板/盒,盆炎净胶囊,￥7.60,≈￥7.14,效期：2022年06月
重庆华邦制药有限公司,10g,喷昔洛韦乳膏,￥13.50,≈￥12.69,效期：2022年10月
云南盘龙云海药业有限公司,0.4g*30粒/瓶/盒,排毒养颜胶囊,￥46.80,≈￥43.99,效期：2022年06月
高安市富源堂医药科技有限公司,5贴/盒,暖身贴（暖宝宝）增强型(宝源堂),￥5,≈￥4.7,效期：2022年11月
长春长庆药业集团有限公司,10ml/支/盒,牛磺酸滴眼液,￥3,≈￥2.82,效期：2021年03月
长春人民药业集团有限公司,6g*10丸/盒,牛黄清胃丸(老君炉),￥4.30,≈￥4.04,效期：2023年02月
湖北人福成田药业有限公司,10g (5g:0.1g),莫匹罗星软膏(匹得邦),￥20,≈￥18.8,效期：2021年11月
海南全星制药有限公司,2%(5g:0.1g)/支/盒,莫匹罗星软膏,￥7,≈￥6.58,效期：2021年07月
马鞍山天福康药业有限公司,390丸,明目地黄丸,￥10,≈￥9.4,效期：2021年05月
博福一益普生（天津）制药有限公司,3g*10袋,蒙脱石散(思密达),￥19.11,≈￥17.96,效期：2023年08月
博福一益普生（天津）制药有限公司,3g*10袋,蒙脱石散(思密达(草莓味）),￥19.11,≈￥17.96,效期：2023年07月
石药集团欧意药业有限公司,2.5mg*14片/盒,马来酸左旋氨氯地平分散片（玄宁）,￥22.50,≈￥21.15,效期：2021年11月
上海新亚药业闵行有限公司,10mg*16片,马来酸依那普利片,￥4.90,≈￥4.61,效期：2021年06月
山西振东安特生物制药有限公司,0.1g*10粒*2板/盒,马来酸曲美布汀胶囊,￥11.50,≈￥10.81,效期：2021年12月
四川巴中普瑞制药有限公司,5mg*10片,马来酸氨氯地平片(普罗新希),￥5.50,≈￥5.17,效期：2021年04月
福寿堂制药有限公司,180ml,麻杏止咳糖浆,￥7.50,≈￥7.05,效期：2021年10月
武汉太福制药有限公司,200丸,麻仁丸,￥3.10,≈￥2.91,效期：2021年09月
杭州默沙东制药有限公司,50mg*7片,氯沙坦钾片(科素亚),￥36.80,≈￥34.59,效期：2022年10月
江苏苏中药业集团股份有限公司,5mg*8袋,氯雷他定颗粒(小希适敏),￥6.50,≈￥6.11,效期：2022年02月
扬州一洋制药有限公司,15ml：1.5g*15袋/盒,铝镁加混悬液,￥27,≈￥25.38,效期：2023年01月
珠海安生凤凰制药有限公司,150mg*6粒,罗红霉素胶囊(安生罗比),￥0.96,≈￥0.9,效期：2021年10月
吉林省九阳药业有限公司,0.15g*8粒*2板,罗红霉素胶囊,￥3.30,≈￥3.1,效期：2021年02月
海南海神同洲制药有限公司,0.15g*20片,罗红霉素分散片,￥6.50,≈￥6.11,效期：2022年02月
重庆华邦制药有限公司,10g,卤米松乳膏,￥15,≈￥14.1,效期：2021年12月
重庆迪康长江制药有限公司,0.45g*30片/盒,龙七胃康片,￥11.50,≈￥10.81,效期：2021年10月
太极集团重庆桐君阁药厂有限公司,0.45g*50片/瓶,龙胆泻肝片,￥4.35,≈￥4.09,效期：2022年08月
回音必集团安徽制药有限公司,240丸/瓶/盒,六味地黄丸(玺福康),￥5.20,≈￥4.89,效期：2022年07月
上海旭东海普药业有限公司,5ml*12包,硫糖铝口服混悬液,￥10.20,≈￥9.59,效期：2022年09月
南京白敬宇制药有限责任公司,0.25g*100片,硫糖铝咀嚼片,￥2.40,≈￥2.26,效期：2021年05月
长春迪瑞制药有限公司,8lm：40mg/支/盒,硫酸卡那霉素滴眼液,￥2,≈￥1.88,效期：2020年12月
西藏林芝宇拓藏药有限责任公司, 0.25g*24丸/盒 ,流感丸,￥12,≈￥11.28,效期：2023年08月
东北制药集团沈阳第一制药有限公司,0.5g*8片/板/盒,磷霉素钙片(维尼康),￥6.50,≈￥6.11,效期：2023年01月
湖北科田药业有限公司,15g/支/盒,林可霉素利多卡因凝胶,￥3.30,≈￥3.1,效期：2021年04月
四川明欣药业有限责任公司,0.15g/粒*10粒/板*2板/小盒,利福喷丁胶囊,￥45.50,≈￥42.77,效期：2021年12月
吉林省银诺克药业有限公司（原长春银诺克药业有限公司）,片芯重0.25g*15片*2板*2小盒/盒,利鼻片（糖衣片）,￥8.20,≈￥7.71,效期：2022年07月
四川美大康药业股份有限公司,100mg*20片,利巴韦林片,￥3.80,≈￥3.57,效期：2021年12月
山东新华制药股份有限公司,10mg*6片/板*3板/盒,雷贝拉唑钠肠溶片(舒泰得),￥26,≈￥24.44,效期：2022年02月
珠海润都制药股份有限公司,10mg*7粒/盒,雷贝拉唑钠肠溶胶囊(雨田青),￥20,≈￥18.8,效期：2021年09月
黑龙江天龙药业有限公司,30g,老鹳草软膏,￥5.50,≈￥5.17,效期：2021年09月
成都迪康药业股份有限公司,100ml,赖氨肌醇维B12口服溶液(满天星),￥14.50,≈￥13.63,效期：2021年02月
吉林省东北亚药业股份有限公司,0.4g*48片,坤复康片,￥11,≈￥10.34,效期：2022年09月
黑龙江天龙药业有限公司,15ml/瓶/盒,口腔炎喷雾剂,￥9,≈￥8.46,效期：2022年10月
四川省旺林堂药业有限公司,0.25g*6片,克拉霉素分散片(冰克),￥4.70,≈￥4.42,效期：2021年11月
广州白云山医药集团股份有限公司广州白云山制药总厂,100片,咳特灵片(一力),￥7.80,≈￥7.33,效期：2021年11月
广州白云山医药集团股份有限公司广州白云山制药总厂,30粒,咳特灵胶囊(一力),￥8.10,≈￥7.61,效期：2021年10月
大理白族自治州中药制药有限公司,15片*2板,咳喘宁,￥5,≈￥4.7,效期：2022年06月
长春人民药业集团有限公司,24片,抗骨增生片,￥2.80,≈￥2.63,效期：2022年08月
江西心正药业有限责任公司,0.27g*100片/瓶,抗宫炎片（薄膜衣）,￥4,≈￥3.76,效期：2021年02月
西安天一秦昆制药有限责任公司,5g*10袋,抗感解毒颗粒(无糖型),￥7.40,≈￥6.96,效期：2022年03月
远大医药黄石飞云制药有限公司,10ml*10支,抗病毒口服液,￥6.50,≈￥6.11,效期：2022年07月
昆明赛诺制药股份有限公司,50ml*2瓶  （带喷头）,康复新液,￥16.70,≈￥15.7,效期：2022年09月
重庆圣华曦药业股份有限公司,4mg*14片,坎地沙坦酯片(维尔亚),￥13.80,≈￥12.97,效期：2022年07月
重庆华邦制药有限公司,0.005%（15g：0.75mg）,卡泊三醇软膏,￥50.70,≈￥47.66,效期：2021年11月
吉林道君药业股份有限公司,12片*3板,橘红片,￥4.70,≈￥4.42,效期：2022年12月
太极集团重庆桐君阁药厂有限公司.,100ml,桔贝合剂,￥42.57,≈￥40.02,效期：2021年01月
济南如意堂医药科技有限公司,7cm*10cm*3贴*2袋,颈椎冷敷贴(桂龙膏药),￥9,≈￥8.46,效期：2022年11月
广州诺金制药有限公司,0.25g*40片,精制银翘解毒片,￥3.80,≈￥3.57,效期：2021年10月
江西济民可信金水宝制药有限公司,0.33g*72粒/盒,金水宝胶囊,￥36.20,≈￥34.03,效期：2022年08月
成都迪康药业股份有限公司,10g*20袋,金钱草颗粒,￥14.65,≈￥13.77,效期：2022年01月
湖北福人药业股份有限公司,0.5g*2板*12粒,金刚藤胶囊,￥9.90,≈￥9.31,效期：2021年03月
甘南佛阁藏药有限公司,0.8g*20丸,洁白丸,￥17,≈￥15.98,效期：2023年09月
济南如意堂医药科技有限公司,7cm*10cm*3贴*2袋,肩周冷敷贴(桂龙膏药),￥9,≈￥8.46,效期：2022年12月
柳州市中兴日用化工厂,12ml,甲正王除臭液,￥4.30,≈￥4.04,效期：2022年06月
四川德峰药业有限公司,12粒/板*2板/盒,甲硝唑芬布芬胶囊,￥5.70,≈￥5.36,效期：2021年01月
匈牙利吉瑞大药厂,2.5mg*30片,甲磺酸溴隐亭片(佰莫亭),￥89.50,≈￥84.13,效期：2022年04月
四川德峰药业有限公司,0.5mg*10片/板*3板/盒,甲钴胺片（薄膜衣）,￥6.60,≈￥6.2,效期：2021年02月
江苏恒瑞医药股份有限公司,0.3g*10粒,加巴喷丁胶囊(派汀),￥12.50,≈￥11.75,效期：2021年11月
河南省济源市济世药业有限公司,480丸,藿香正气丸,￥13.50,≈￥12.69,效期：2024年10月
广州王老吉药业股份有限公司,36g,藿胆丸,￥5.30,≈￥4.98,效期：2022年10月
西安自力中药集团有限公司,10*1.5g/袋/盒,活血止痛散,￥5.80,≈￥5.45,效期：2021年07月
广东新峰药业股份有限公司,36粒,黄柏胶囊,￥2.45,≈￥2.3,效期：2022年09月
吉林省华侨药业集团有限公司,15片*2板,化痰平喘片,￥2.90,≈￥2.73,效期：2022年08月
上海上药信谊药厂有限公司委托上海信谊九福药业有限公司生产,2.5mg*60片,华法林钠片,￥18,≈￥16.92,效期：2021年09月
四川科伦药业股份有限公司,0.125g*24片,琥乙红霉素分散片(科特加),￥4.30,≈￥4.04,效期：2021年12月
江西青春康源制药有限公司,0.38g*8片,虎力散片,￥7.50,≈￥7.05,效期：2021年04月
广州诺金制药有限公司,5g*10袋,喉痛灵颗粒,￥5.50,≈￥5.17,效期：2021年06月
新乡华青药业有限公司,2g:0.5%,红霉素眼膏,￥3.40,≈￥3.2,效期：2021年05月
新乡市新辉药业有限公司,8g：1%,红霉素软膏,￥0.90,≈￥0.85,效期：2024年10月
遂成药业股份有限公司,0.1*20g,红霉素软膏,￥3.10,≈￥2.91,效期：2022年01月
云南楚雄云中制药有限责任公司,60丸,红金消结浓缩丸,￥16.60,≈￥15.6,效期：2022年08月
四川元泰健康科技有限公司,15ml,汗脚丫抗菌液,￥6.90,≈￥6.49,效期：2021年02月
河南省济源市济世药业有限公司,480丸,桂附地黄丸(浓缩丸),￥13.50,≈￥12.69,效期：2024年05月
沈阳红药集团股份有限公司,10袋/盒,冠心丸（糖衣丸）,￥12,≈￥11.28,效期：2022年08月
济南如意堂医药科技有限公司,7cm*10cm*3贴*2袋,关节冷敷贴(桂龙膏药),￥9,≈￥8.46,效期：2022年11月
广东粤威制药有限公司,7cm*10ccm*3片/袋*2袋/盒,骨增生镇痛膏,￥3.90,≈￥3.67,效期：2021年05月
上海玉瑞生物科技（安阳）药业有限公司,25mg*100片,枸橼酸喷托维林片(咳必清片),￥4.60,≈￥4.32,效期：2022年08月
亚宝药业集团股份有限公司委托亚宝药业太原制药有限公司,5mg*24片/盒,枸橼酸莫沙必利片,￥7.20,≈￥6.77,效期：2021年10月
万邦德制药集团股份有限公司,0.5g*80片,枸橼酸钙片,￥12.30,≈￥11.56,效期：2022年06月
广西康华药业有限责任公司,1.2g/粒*6粒/盒,宫颈炎康栓(花红),￥19,≈￥17.86,效期：2022年05月
长春万德制药有限公司,0.3g12粒*2板/盒,根痛平胶囊,￥3.20,≈￥3.01,效期：2022年08月
海南赞邦制药有限公司,5mg*30片,格列吡嗪片(美吡达),￥12,≈￥11.28,效期：2021年10月
陕西华西制药股份有限公司,0.3g*2*10粒/板/盒,感速康胶囊,￥5,≈￥4.7,效期：2021年05月
广东万方制药有限公司,0.5g*20粒/盒,感冒止咳胶囊,￥4,≈￥3.76,效期：2021年12月
广西邦琪药业集团有限公司,10g*9袋,感冒灵颗粒,￥4.50,≈￥4.23,效期：2021年05月
云南万裕药业有限公司,10g*8袋,感冒灵颗粒,￥4.50,≈￥4.23,效期：2022年06月
长春大政药业科技有限公司,0.5g*12粒*2板/盒,感冒灵胶囊,￥4.50,≈￥4.23,效期：2021年11月
山西省吕梁中药厂,5g*9袋,感冒解毒灵颗粒,￥8.20,≈￥7.71,效期：2022年09月
黑龙江省中医研究院制药厂,5g*12袋,感冒解毒颗粒,￥8,≈￥7.52,效期：2023年01月
S.A.Alcon Couvreur N.V,5ml:2.5mg*1支/盒,富马酸依美斯汀滴眼液(埃美丁),￥28,≈￥26.32,效期：2021年09月
西南药业股份有限公司,100片,复合维生素B片,￥4.80,≈￥4.51,效期：2021年01月
黑龙江中桂制药有限公司,10ml*10支/盒,复方鱼腥草糖浆,￥8.30,≈￥7.8,效期：2022年01月
江西新赣江药业股份有限公司,12粒/盒,复方银翘氨敏胶囊,￥3.20,≈￥3.01,效期：2021年10月
赤峰赛林泰药业有限公司,100片,复方乙酰水杨酸片(APC),￥4.90,≈￥4.61,效期：2024年11月
黑龙江乌苏里江制药有限公司哈尔滨分公司,0.32g*15片*2板/盒（薄膜衣）,复方羊角片,￥3.80,≈￥3.57,效期：2021年10月
云南滇中药业有限公司,30片/瓶/盒,复方岩白菜素片,￥3.80,≈￥3.57,效期：2022年06月
山西新宝源制药有限公司,12包,复方锌布颗粒,￥4.30,≈￥4.04,效期：2022年05月
黑龙江天龙药业有限公司,0.7克*6粒/盒,复方小儿退热栓,￥4.80,≈￥4.51,效期：2021年08月
江西天施康中药股份有限公司,10ml*6支,复方鲜竹沥液,￥4.40,≈￥4.14,效期：2021年11月
上海宝龙药业有限公司,7g,复方酮康唑软膏,￥3.70,≈￥3.48,效期：2021年08月
黑龙江天龙药业有限公司,55ml,复方酮康唑发用洗剂,￥8.80,≈￥8.27,效期：2021年11月
西安康华药业有限公司,2板*5片,复方氯己定地塞米松膜,￥4.80,≈￥4.51,效期：2022年10月
亚宝药业集团股份有限公司,100片,复方罗布麻片I,￥6.35,≈￥5.97,效期：2021年10月
浙江中法制药有限公司,150ml,复方苦参洗剂(（不带冲）),￥7,≈￥6.58,效期：2021年12月
河北金兴制药有限公司,0.25g*100片,复方鸡内金片,￥1.40,≈￥1.32,效期：2022年10月
广州诺金制药有限公司,20片/板*2板/盒,复方感冒灵片,￥3.50,≈￥3.29,效期：2021年12月
广西宝瑞坦制药有限公司,14g*14袋,复方感冒灵颗粒,￥12,≈￥11.28,效期：2021年10月
四川成都同道堂制药有限责任公司,0.32g*60片/瓶/盒,复方丹参片（薄膜衣）,￥3.40,≈￥3.2,效期：2021年05月
湖北金龙药业有限公司,200片,复方丹参片,￥7.30,≈￥6.86,效期：2021年11月
广西新龙制药有限责任公司,0.32g*200片/瓶/盒,复方丹参片,￥7.40,≈￥6.96,效期：2021年08月
广州白云山和记黄埔中药有限公司,100片,复方穿心莲片,￥12,≈￥11.28,效期：2021年06月
广东新峰药业股份有限公司,100片,复方穿心莲片,￥2.50,≈￥2.35,效期：2022年04月
江西本真药业有限责任公司,0.56g*48片,复方陈香胃片,￥6.60,≈￥6.2,效期：2022年10月
江中药业股份有限公司,1g*24片,复方草珊瑚含片,￥5.70,≈￥5.36,效期：2021年10月
山东良福制药有限公司,15g,复方倍氯米松樟脑乳膏,￥5.30,≈￥4.98,效期：2021年09月
澳美制药厂,10粒/盒,复方氨酚溴敏胶囊(奥肯能),￥9.10,≈￥8.55,效期：2021年06月
吉林省吴太感康药业有限公司,12片,复方氨酚烷胺片(感康),￥11.70,≈￥11,效期：2022年09月
哈药集团制药六厂,12片,复方氨酚烷胺片,￥3.30,≈￥3.1,效期：2021年09月
长春大政药业科技有限公司,12片/板/盒,复方氨酚烷胺片,￥2,≈￥1.88,效期：2021年10月
鼎复康药业股份有限公司,10粒/板*2板/盒,复方氨酚烷胺胶囊(玺福康),￥4.20,≈￥3.95,效期：2022年08月
葵花药业集团（衡水）得菲尔有限公司,50袋/包,复方氨酚那敏颗粒,￥10.30,≈￥9.68,效期：2021年10月
东阿阿胶股份有限公司,20ml*12支/盒（无蔗糖）,复方阿胶浆,￥47.50,≈￥44.65,效期：2022年02月
吉林省中研药业有限公司,5g*4袋,妇炎康丸,￥11.50,≈￥10.81,效期：2022年01月
重庆神奇药业股份有限公司,0.9g*10片/板*3板/盒,妇炎康复片,￥10,≈￥9.4,效期：2022年05月
贵州景诚制药有限公司,0.45g*24粒,妇平胶囊,￥11.70,≈￥11,效期：2020年12月
H. Lundbeck  A/ S,20片,氟哌噻吨美利曲辛片(黛力新),￥52.50,≈￥49.35,效期：2022年05月
成都迪康药业股份有限公司,3g*10袋,肤痒颗粒,￥8.40,≈￥7.9,效期：2021年11月
海口市制药厂有限公司,3g*6袋/盒,枫蓼肠胃康颗粒（无糖型）(常为康),￥7.50,≈￥7.05,效期：2021年11月
浙江维康药业股份有限公司,0.5g*36片/盒,枫蓼肠胃康分散片,￥13.30,≈￥12.5,效期：2022年04月
福建太平洋制药有限公司,9.2ml,风油精,￥4.50,≈￥4.23,效期：2023年02月
吉林省松辽制药有限公司,0.3g*12粒*2板/盒,风湿圣药胶囊,￥3.20,≈￥3.01,效期：2022年02月
云南铭鼎药业有限公司,5g*7袋/盒,风寒咳嗽颗粒,￥3.10,≈￥2.91,效期：2021年08月
山西亨瑞达制药有限公司,50mg*100片,酚酞片(果导片),￥6.05,≈￥5.69,效期：2022年11月
吉林省通化博祥药业股份有限公司,0.3g*10粒/板*2板/盒,肺宁胶囊,￥5.30,≈￥4.98,效期：2021年04月
RECIPHARM FONTAINE ,200mg*10粒,非诺贝特胶囊(力平之),￥34.80,≈￥32.71,效期：2022年05月
山西康宝生物制品股份有限公司,10mg*10片,非洛地平缓释片(康宝得维),￥15.30,≈￥14.38,效期：2021年10月
长春新安药业有限公司,5g/袋*6袋/盒,耳聋通窍丸,￥5.70,≈￥5.36,效期：2022年09月
福建广生堂药业股份有限公司,0.5mg*7粒,恩替卡韦胶囊(恩甘定),￥25.50,≈￥23.97,效期：2021年02月
湖南千金协力药业有限公司,0.5mg*7片,恩替卡韦分散片(艾普丁),￥36.30,≈￥34.12,效期：2022年09月
元和药业股份有限公司,10粒,厄贝沙坦氢氯噻嗪胶囊(安利博),￥12,≈￥11.28,效期：2021年08月
安徽环球药业股份有限公司,0.075g*12片/板/盒,厄贝沙坦片,￥6.40,≈￥6.02,效期：2022年01月
潍坊中狮制药有限公司,0.15g*14片/盒,厄贝沙坦分散片,￥16,≈￥15.04,效期：2021年10月
吉林京辉股份药业有限公司（原：通化振霖药业有限责任公司）,13片*2板/盒,杜仲平压片,￥3.10,≈￥2.91,效期：2021年06月
三门峡广宇生物制药有限公司,0.26g*100片,冬凌草片,￥3.88,≈￥3.65,效期：2021年10月
亚宝药业集团股份有限公司,1.6g*2贴,丁桂儿脐贴(宝宝一贴灵),￥11.45,≈￥10.76,效期：2021年08月
石药集团恩必普药业有限公司,0.1g*24粒,丁苯酞软胶囊(恩必普),￥204,≈￥191.76,效期：2022年11月
济南如意堂医药科技有限公司,7cm*10cm*3贴*2袋,跌打冷敷贴(桂龙膏药),￥9,≈￥8.46,效期：2022年11月
新乡华青药业有限公司,5ml：1.25mg,地塞米松磷酸钠滴眼液,￥6.50,≈￥6.11,效期：2021年10月
成都地奥制药集团有限公司,0.1g*10粒*2板,地奥心血康胶囊,￥11.50,≈￥10.81,效期：2021年11月
成都迪康药业股份有限公司,8ml,滴通鼻炎水,￥6.20,≈￥5.83,效期：2021年12月
广东恒健制药有限公司,15ml,滴耳油,￥7.20,≈￥6.77,效期：2022年01月
通化利民药业有限责任公司,0.3g*15片/板*2板/盒,丹参舒心胶囊,￥4.40,≈￥4.14,效期：2022年10月
山西华元医药生物技术有限公司,0.5g*15粒*2板/盒,大败毒胶囊,￥6.20,≈￥5.83,效期：2021年11月
天津太平洋制药有限公司,10g:2.5mg,醋酸氟轻松乳膏,￥1.40,≈￥1.32,效期：2022年09月
浙江仙琚制药股份有限公司,0.75mg*100片,醋酸地塞米松片,￥4.20,≈￥3.95,效期：2022年12月
新乡市常乐制药有限责任公司,100片,醋酸地塞米松片,￥1,≈￥0.94,效期：2022年10月
长春人民药业集团有限公司,9g*10丸/盒,唇齿清胃丸(老君炉),￥5.30,≈￥4.98,效期：2022年10月
长春人民药业集团有限公司,4.5g/袋*9袋/盒,唇齿清胃丸,￥4.30,≈￥4.04,效期：2022年08月
广东一力罗定制药有限公司,0.25g*24粒,穿王消炎胶囊,￥5.20,≈￥4.89,效期：2021年08月
贵州威门药业股份有限公司,4g*12袋（无蔗糖）,川芎茶调颗粒,￥16.50,≈￥15.51,效期：2022年02月
回音必集团安徽制药有限公司委托安庆回音必制药股份有限公司,180ml/瓶/盒,川贝清肺糖浆,￥12,≈￥11.28,效期：2021年12月
四川天府康达药业集团府庆制药有限公司,100ml/瓶/盒,川贝枇杷糖浆,￥5.70,≈￥5.36,效期：2021年10月
四川德元药业集团有限公司,100ml,川贝枇杷糖浆,￥8,≈￥7.52,效期：2020年12月
昭通市骅成制药有限公司,105ml,川贝枇杷糖浆,￥4.40,≈￥4.14,效期：2022年08月
武汉贝参药业股份有限公司,180ml,川贝枇杷糖浆,￥7.20,≈￥6.77,效期：2022年01月
河南中杰药业有限公司,10g*4袋,齿痛消炎灵颗粒(无糖),￥7.65,≈￥7.19,效期：2022年01月
四川高原明珠制药有限公司,0.3g*100片/瓶/盒,陈香露白露片,￥3.20,≈￥3.01,效期：2021年07月
重庆科瑞制药（集团）有限公司,0.3g*100片,陈香露白露片,￥5.80,≈￥5.45,效期：2021年11月
四川禾泰药业有限公司,0.4g*12粒*4板/盒,苍耳子鼻炎胶囊,￥12.60,≈￥11.84,效期：2021年09月
四川豪运药业股份有限公司,16g*9袋/盒,参梅养胃颗粒,￥8,≈￥7.52,效期：2021年03月
山西太原药业有限公司,0.1g*100片,布洛芬片,￥2.35,≈￥2.21,效期：2021年11月
